top_speed_kmh,battery_capacity_kWh,battery_type,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,length_mm,width_mm,height_mm
180,65.0,Lithium-ion,485.29347826086956,543.0,152,330,3.7,114.0,CCS,1600.0,318,5,AWD,4233,1837,1573
180,49.0,Lithium-ion,485.29347826086956,343.0,147,275,5.7,80.0,CCS,1000.0,318,5,RWD,4233,1837,1549
180,65.0,Lithium-ion,485.29347826086956,343.0,138,365,5.3,113.0,CCS,1600.0,318,5,RWD,4233,1837,1549
180,65.0,Lithium-ion,485.29347826086956,543.0,145,340,3.6,113.0,CCS,1600.0,318,5,AWD,4233,1837,1549
180,67.0,Lithium-ion,485.29347826086956,420.0,154,345,7.3,110.0,CCS,1500.0,410,5,RWD,4440,1863,1652
180,79.0,Lithium-ion,324.0,420.0,152,400,7.3,125.0,CCS,1500.0,410,5,RWD,4440,1863,1652
180,79.0,Lithium-ion,324.0,670.0,163,385,4.8,125.0,CCS,1800.0,410,5,AWD,4440,1863,1652
180,79.0,Lithium-ion,324.0,670.0,163,385,4.6,125.0,CCS,1800.0,410,5,AWD,4440,1863,1652
180,100.0,Lithium-ion,192.0,490.0,182,460,8.4,140.0,CCS,1200.0,310,7,RWD,5037,1964,1744
180,107.0,Lithium-ion,204.0,770.0,188,470,5.9,150.0,CCS,2200.0,310,7,AWD,5037,1964,1744
180,107.0,Lithium-ion,204.0,910.0,188,455,4.9,150.0,CCS,2200.0,310,7,AWD,5037,1964,1744
200,100.0,Lithium-ion,485.29347826086956,720.0,200,480,4.4,80.0,CCS,2000.0,550,5,AWD,4905,1950,1645
200,87.5,Lithium-ion,485.29347826086956,660.0,159,475,4.1,180.0,CCS,1500.0,571,5,AWD,4753,1920,1650
200,87.5,Lithium-ion,485.29347826086956,440.0,154,480,6.7,180.0,CCS,1500.0,571,5,RWD,4753,1920,1650
200,66.0,Lithium-ion,485.29347826086956,440.0,152,370,6.9,140.0,CCS,1500.0,571,5,RWD,4753,1920,1650
200,93.1,Lithium-ion,485.29347826086956,717.0,179,465,3.9,224.0,CCS,1500.0,660,5,AWD,4891,1937,1670
200,93.1,Lithium-ion,485.29347826086956,430.0,163,480,6.4,224.0,CCS,1500.0,660,5,RWD,4891,1937,1670
200,75.8,Lithium-ion,485.29347826086956,430.0,165,395,6.4,170.0,CCS,1500.0,660,5,RWD,4891,1937,1680
200,82.7,Lithium-ion,485.29347826086956,757.0,164,460,4.1,138.0,CCS,0.0,440,5,AWD,4888,1896,1450
200,82.7,Lithium-ion,485.29347826086956,440.0,144,495,6.7,138.0,CCS,0.0,440,5,RWD,4888,1896,1450
200,82.7,Lithium-ion,485.29347826086956,757.0,164,455,4.1,138.0,CCS,0.0,440,5,AWD,4888,1896,1450
200,94.0,Lithium-ion,110.0,343.0,152,505,7.2,135.0,CCS,1500.0,539,5,RWD,4955,1999,1560
200,94.0,Lithium-ion,110.0,686.0,159,480,3.8,135.0,CCS,2000.0,539,5,AWD,4955,1999,1560
200,94.0,Lithium-ion,110.0,686.0,162,480,3.8,135.0,CCS,2000.0,539,5,AWD,4955,1999,1548
210,94.0,Lithium-ion,485.29347826086956,440.0,153,475,6.0,260.0,CCS,2000.0,539,5,RWD,4787,1930,1650
210,94.0,Lithium-ion,485.29347826086956,710.0,173,450,3.8,260.0,CCS,2000.0,539,5,AWD,4787,1930,1650
210,71.0,Lithium-ion,485.29347826086956,440.0,148,365,6.0,240.0,CCS,2000.0,539,5,RWD,4787,1930,1650
190,49.0,Lithium-ion,485.29347826086956,343.0,148,265,5.9,70.0,CCS,1600.0,362,5,RWD,4432,1836,1566
190,65.0,Lithium-ion,485.29347826086956,343.0,146,360,5.6,114.0,CCS,1600.0,362,5,RWD,4432,1836,1566
190,65.0,Lithium-ion,485.29347826086956,543.0,153,350,3.8,114.0,CCS,1600.0,362,5,AWD,4432,1836,1566
150,41.2,Lithium-ion,112.0,200.0,125,250,8.1,65.0,CCS,0.0,404,5,RWD,4003,1885,1557
